Departure Location,Departure Time,Arrival Location,Arrival Time,Flight Duration,Aircraft Type,Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Refund Policy,Scrape Time,Airline,Flight Code,Fare Class
TP Hồ Chí Minh (SGN),2025-06-02 09:35:00,Đà Nẵng (DAD),2025-06-02 10:55:00,1.33,Airbus A321,Người lớn,1,740000,764000,1504000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:24,Vietjet Air,VJ1640,U1_ECO
TP Hồ Chí Minh (SGN),2025-06-02 13:35:00,Đà Nẵng (DAD),2025-06-02 14:50:00,1.25,Airbus A321,Người lớn,1,740000,764000,1504000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:25,Vietjet Air,VJ650,U1_ECO
TP Hồ Chí Minh (SGN),2025-06-02 16:15:00,Đà Nẵng (DAD),2025-06-02 17:35:00,1.33,320B,Người lớn,1,740000,764000,1504000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:25,Vietjet Air,VJ1648,U1_ECO
TP Hồ Chí Minh (SGN),2025-06-02 05:00:00,Đà Nẵng (DAD),2025-06-02 06:20:00,1.33,320B,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:26,Vietjet Air,VJ1652,J1_ECO
TP Hồ Chí Minh (SGN),2025-06-02 06:50:00,Đà Nẵng (DAD),2025-06-02 08:10:00,1.33,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:27,Vietjet Air,VJ1632,J1_ECO
TP Hồ Chí Minh (SGN),2025-06-02 10:25:00,Đà Nẵng (DAD),2025-06-02 11:50:00,1.42,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:27,Vietjet Air,VJ654,J1_ECO
TP Hồ Chí Minh (SGN),2025-06-02 12:30:00,Đà Nẵng (DAD),2025-06-02 13:50:00,1.33,320B,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:28,Vietjet Air,VJ648,J1_ECO
TP Hồ Chí Minh (SGN),2025-06-02 13:00:00,Đà Nẵng (DAD),2025-06-02 14:20:00,1.33,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:28,Vietjet Air,VJ652,J1_ECO
TP Hồ Chí Minh (SGN),2025-06-02 14:10:00,Đà Nẵng (DAD),2025-06-02 15:35:00,1.42,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:29,Vietjet Air,VJ1630,J1_ECO
TP Hồ Chí Minh (SGN),2025-06-02 19:15:00,Đà Nẵng (DAD),2025-06-02 20:35:00,1.33,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:30,Vietjet Air,VJ1628,J1_ECO
TP Hồ Chí Minh (SGN),2025-06-02 20:45:00,Đà Nẵng (DAD),2025-06-02 22:10:00,1.42,Airbus A321,Người lớn,1,1089000,777000,1866000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:30,Vietnam Airlines,VN148,Q
TP Hồ Chí Minh (SGN),2025-06-02 16:00:00,Đà Nẵng (DAD),2025-06-02 17:25:00,1.42,Airbus A321,Người lớn,1,1209000,786000,1995000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:31,Vietnam Airlines,VN136,L
TP Hồ Chí Minh (SGN),2025-06-02 16:40:00,Đà Nẵng (DAD),2025-06-02 18:05:00,1.42,Airbus A321,Người lớn,1,1209000,786000,1995000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:32,Vietnam Airlines,VN140,L
TP Hồ Chí Minh (SGN),2025-06-02 18:40:00,Đà Nẵng (DAD),2025-06-02 20:05:00,1.42,Airbus A320,Người lớn,1,1209000,786000,1995000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:32,Vietnam Airlines,VN142,L
TP Hồ Chí Minh (SGN),2025-06-02 19:15:00,Đà Nẵng (DAD),2025-06-02 20:40:00,1.42,Airbus A321,Người lớn,1,1209000,786000,1995000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:33,Vietnam Airlines,VN146,L
TP Hồ Chí Minh (SGN),2025-06-02 09:00:00,Đà Nẵng (DAD),2025-06-02 10:25:00,1.42,Airbus A321,Người lớn,1,1349000,797000,2146000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:34,Vietnam Airlines,VN7108,K
TP Hồ Chí Minh (SGN),2025-06-02 10:30:00,Đà Nẵng (DAD),2025-06-02 11:55:00,1.42,Airbus A321,Người lớn,1,1349000,797000,2146000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:34,Vietnam Airlines,VN7100,K
TP Hồ Chí Minh (SGN),2025-06-02 11:00:00,Đà Nẵng (DAD),2025-06-02 12:25:00,1.42,Airbus A321,Người lớn,1,1349000,797000,2146000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:35,Vietnam Airlines,VN126,K
TP Hồ Chí Minh (SGN),2025-06-02 13:20:00,Đà Nẵng (DAD),2025-06-02 14:50:00,1.5,Airbus A321,Người lớn,1,1349000,797000,2146000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:35,Vietnam Airlines,VN132,K
TP Hồ Chí Minh (SGN),2025-06-02 15:10:00,Đà Nẵng (DAD),2025-06-02 16:35:00,1.42,Airbus A321,Người lớn,1,1349000,797000,2146000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:36,Vietnam Airlines,VN134,K
TP Hồ Chí Minh (SGN),2025-06-02 09:10:00,Đà Nẵng (DAD),2025-06-02 10:25:00,1.25,Airbus A321,Người lớn,1,1489000,809000,2298000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:37,Vietnam Airlines,VN118,H
TP Hồ Chí Minh (SGN),2025-06-02 10:00:00,Đà Nẵng (DAD),2025-06-02 11:25:00,1.42,Airbus A321,Người lớn,1,1489000,809000,2298000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:37,Vietnam Airlines,VN122,H
TP Hồ Chí Minh (SGN),2025-06-02 08:00:00,Đà Nẵng (DAD),2025-06-02 09:25:00,1.42,Airbus A321,Người lớn,1,1619000,819000,2438000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:38,Vietnam Airlines,VN112,S
TP Hồ Chí Minh (SGN),2025-06-02 19:40:00,Đà Nẵng (DAD),2025-06-02 21:05:00,1.42,Airbus A321,Người lớn,1,2549000,908000,3457000,14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:39,Bamboo Airways,QH178,BUSINESSSMART
TP Hồ Chí Minh (SGN),2025-06-02 06:30:00,Đà Nẵng (DAD),2025-06-02 07:55:00,1.42,Airbus A321,Người lớn,1,2549000,908000,3457000,14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:39,Bamboo Airways,QH150,BUSINESSSMART
TP Hồ Chí Minh (SGN),2025-06-02 09:05:00,Đà Nẵng (DAD),2025-06-02 10:30:00,1.42,Airbus A321,Người lớn,1,2549000,908000,3457000,14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:40,Bamboo Airways,QH154,BUSINESSSMART
TP Hồ Chí Minh (SGN),2025-06-02 21:10:00,Đà Nẵng (DAD),2025-06-02 22:35:00,1.42,Airbus A321,Người lớn,1,2799000,913000,3712000,7kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:40,Pacific Airlines,VN6528,I
TP Hồ Chí Minh (SGN),2025-06-02 22:05:00,Đà Nẵng (DAD),2025-06-02 23:30:00,1.42,Airbus A321,Người lớn,1,2799000,913000,3712000,7kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:41,Pacific Airlines,VN6518,I
TP Hồ Chí Minh (SGN),2025-06-02 04:55:00,Đà Nẵng (DAD),2025-06-02 06:20:00,1.42,Airbus A321,Người lớn,1,2799000,913000,3712000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:42,Vietnam Airlines,VN7124,I
TP Hồ Chí Minh (SGN),2025-06-02 05:45:00,Đà Nẵng (DAD),2025-06-02 07:10:00,1.42,Airbus A321,Người lớn,1,2799000,913000,3712000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:42,Vietnam Airlines,VN106,I
TP Hồ Chí Minh (SGN),2025-06-02 06:55:00,Đà Nẵng (DAD),2025-06-02 08:25:00,1.5,Airbus A321,Người lớn,1,2799000,913000,3712000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:43,Vietnam Airlines,VN110,I
TP Hồ Chí Minh (SGN),2025-06-02 20:45:00,Đà Nẵng (DAD),2025-06-02 22:10:00,1.42,Airbus A321,Người lớn,1,3099000,937000,4036000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:44,Vietnam Airlines,VN148,D
TP Hồ Chí Minh (SGN),2025-06-02 12:15:00,Đà Nẵng (DAD),2025-06-02 13:40:00,1.42,Airbus A321,Người lớn,1,3099000,937000,4036000,7kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:44,Pacific Airlines,VN6036,D
TP Hồ Chí Minh (SGN),2025-06-02 16:00:00,Đà Nẵng (DAD),2025-06-02 17:25:00,1.42,Airbus A321,Người lớn,1,3099000,937000,4036000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:45,Vietnam Airlines,VN136,D
TP Hồ Chí Minh (SGN),2025-06-02 16:40:00,Đà Nẵng (DAD),2025-06-02 18:05:00,1.42,Airbus A321,Người lớn,1,3099000,937000,4036000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:45,Vietnam Airlines,VN140,D
TP Hồ Chí Minh (SGN),2025-06-02 18:40:00,Đà Nẵng (DAD),2025-06-02 20:05:00,1.42,Airbus A320,Người lớn,1,3099000,937000,4036000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:46,Vietnam Airlines,VN142,D
TP Hồ Chí Minh (SGN),2025-06-02 19:15:00,Đà Nẵng (DAD),2025-06-02 20:40:00,1.42,Airbus A321,Người lớn,1,3099000,937000,4036000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:47,Vietnam Airlines,VN146,D
TP Hồ Chí Minh (SGN),2025-06-02 09:00:00,Đà Nẵng (DAD),2025-06-02 10:25:00,1.42,Airbus A321,Người lớn,1,3499000,969000,4468000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:47,Vietnam Airlines,VN7108,C
TP Hồ Chí Minh (SGN),2025-06-02 10:30:00,Đà Nẵng (DAD),2025-06-02 11:55:00,1.42,Airbus A321,Người lớn,1,3499000,969000,4468000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:48,Vietnam Airlines,VN7100,C
TP Hồ Chí Minh (SGN),2025-06-02 11:00:00,Đà Nẵng (DAD),2025-06-02 12:25:00,1.42,Airbus A321,Người lớn,1,3499000,969000,4468000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:49,Vietnam Airlines,VN126,C
TP Hồ Chí Minh (SGN),2025-06-02 13:20:00,Đà Nẵng (DAD),2025-06-02 14:50:00,1.5,Airbus A321,Người lớn,1,3499000,969000,4468000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:49,Vietnam Airlines,VN132,C
TP Hồ Chí Minh (SGN),2025-06-02 15:10:00,Đà Nẵng (DAD),2025-06-02 16:35:00,1.42,Airbus A321,Người lớn,1,3499000,969000,4468000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:50,Vietnam Airlines,VN134,C
TP Hồ Chí Minh (SGN),2025-06-02 09:10:00,Đà Nẵng (DAD),2025-06-02 10:25:00,1.25,Airbus A321,Người lớn,1,3499000,969000,4468000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:50,Vietnam Airlines,VN118,C
TP Hồ Chí Minh (SGN),2025-06-02 10:00:00,Đà Nẵng (DAD),2025-06-02 11:25:00,1.42,Airbus A321,Người lớn,1,3499000,969000,4468000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:50,Vietnam Airlines,VN122,C
TP Hồ Chí Minh (SGN),2025-06-02 08:00:00,Đà Nẵng (DAD),2025-06-02 09:25:00,1.42,Airbus A321,Người lớn,1,3499000,969000,4468000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 09:30:50,Vietnam Airlines,VN112,C
TP Hồ Chí Minh (SGN),2025-06-03 21:05:00,Đà Nẵng (DAD),2025-06-03 22:25:00,1.33,Airbus A321,Người lớn,1,498000,765000,1263000,7kg,,[],2025-03-31 09:30:56,Vietravel Airlines,VU680,H
TP Hồ Chí Minh (SGN),2025-06-03 05:00:00,Đà Nẵng (DAD),2025-06-03 06:20:00,1.33,320B,Người lớn,1,610000,753000,1363000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:57,Vietjet Air,VJ1652,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 05:30:00,Đà Nẵng (DAD),2025-06-03 06:50:00,1.33,Airbus A321,Người lớn,1,610000,753000,1363000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:57,Vietjet Air,VJ1620,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 15:40:00,Đà Nẵng (DAD),2025-06-03 17:00:00,1.33,Airbus A330,Người lớn,1,610000,753000,1363000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:30:58,Vietjet Air,VJ656,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 21:10:00,Đà Nẵng (DAD),2025-06-03 22:35:00,1.42,Airbus A321,Người lớn,1,739000,749000,1488000,7kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:59,Pacific Airlines,VN6528,T
TP Hồ Chí Minh (SGN),2025-06-03 22:05:00,Đà Nẵng (DAD),2025-06-03 23:30:00,1.42,Airbus A321,Người lớn,1,739000,749000,1488000,7kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:30:59,Pacific Airlines,VN6518,T
TP Hồ Chí Minh (SGN),2025-06-03 06:30:00,Đà Nẵng (DAD),2025-06-03 07:55:00,1.42,Airbus A321,Người lớn,1,769000,766000,1535000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:00,Bamboo Airways,QH150,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-03 19:40:00,Đà Nẵng (DAD),2025-06-03 21:05:00,1.42,Airbus A321,Người lớn,1,769000,766000,1535000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:01,Bamboo Airways,QH178,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-03 06:05:00,Đà Nẵng (DAD),2025-06-03 07:30:00,1.42,Airbus A321,Người lớn,1,969000,767000,1736000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:31:01,Vietnam Airlines,VN7128,N
TP Hồ Chí Minh (SGN),2025-06-03 06:55:00,Đà Nẵng (DAD),2025-06-03 08:25:00,1.5,Airbus A321,Người lớn,1,969000,767000,1736000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:31:02,Vietnam Airlines,VN110,N
TP Hồ Chí Minh (SGN),2025-06-03 09:05:00,Đà Nẵng (DAD),2025-06-03 10:30:00,1.42,Airbus A321,Người lớn,1,1069000,790000,1859000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:02,Bamboo Airways,QH154,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-03 05:45:00,Đà Nẵng (DAD),2025-06-03 07:10:00,1.42,Airbus A321,Người lớn,1,1089000,777000,1866000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:31:03,Vietnam Airlines,VN106,Q
TP Hồ Chí Minh (SGN),2025-06-03 12:15:00,Đà Nẵng (DAD),2025-06-03 13:40:00,1.42,Airbus A321,Người lớn,1,1209000,786000,1995000,7kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:31:04,Pacific Airlines,VN6036,L
TP Hồ Chí Minh (SGN),2025-06-03 16:15:00,Đà Nẵng (DAD),2025-06-03 17:35:00,1.33,320B,Người lớn,1,610000,753000,1363000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:04,Vietjet Air,VJ1648,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 19:15:00,Đà Nẵng (DAD),2025-06-03 20:35:00,1.33,Airbus A321,Người lớn,1,610000,753000,1363000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:05,Vietjet Air,VJ1628,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 21:25:00,Đà Nẵng (DAD),2025-06-03 22:50:00,1.42,Airbus A321,Người lớn,1,610000,753000,1363000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:06,Vietjet Air,VJ1644,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 22:45:00,Đà Nẵng (DAD),2025-06-04 00:05:00,1.33,Airbus A321,Người lớn,1,610000,753000,1363000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:06,Vietjet Air,VJ1650,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 06:50:00,Đà Nẵng (DAD),2025-06-03 08:10:00,1.33,Airbus A321,Người lớn,1,740000,764000,1504000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:07,Vietjet Air,VJ1632,U1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 09:35:00,Đà Nẵng (DAD),2025-06-03 10:55:00,1.33,Airbus A321,Người lớn,1,740000,764000,1504000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:08,Vietjet Air,VJ1640,U1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 13:35:00,Đà Nẵng (DAD),2025-06-03 14:50:00,1.25,Airbus A321,Người lớn,1,740000,764000,1504000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:08,Vietjet Air,VJ650,U1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 14:10:00,Đà Nẵng (DAD),2025-06-03 15:35:00,1.42,Airbus A321,Người lớn,1,740000,764000,1504000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:08,Vietjet Air,VJ1630,U1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 17:55:00,Đà Nẵng (DAD),2025-06-03 19:15:00,1.33,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:09,Vietjet Air,VJ1634,J1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 10:25:00,Đà Nẵng (DAD),2025-06-03 11:50:00,1.42,Airbus A321,Người lớn,1,1000000,784000,1784000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:10,Vietjet Air,VJ654,I1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 12:30:00,Đà Nẵng (DAD),2025-06-03 13:50:00,1.33,320B,Người lớn,1,1000000,784000,1784000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 09:31:10,Vietjet Air,VJ648,I1_ECO
TP Hồ Chí Minh (SGN),2025-06-03 20:45:00,Đà Nẵng (DAD),2025-06-03 22:10:00,1.42,Airbus A321,Người lớn,1,1089000,777000,1866000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:31:11,Vietnam Airlines,VN148,Q
TP Hồ Chí Minh (SGN),2025-06-03 16:40:00,Đà Nẵng (DAD),2025-06-03 18:05:00,1.42,Airbus A321,Người lớn,1,1209000,786000,1995000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:31:12,Vietnam Airlines,VN140,L
TP Hồ Chí Minh (SGN),2025-06-03 18:40:00,Đà Nẵng (DAD),2025-06-03 20:05:00,1.42,Airbus A320,Người lớn,1,1209000,786000,1995000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:31:12,Vietnam Airlines,VN142,L
TP Hồ Chí Minh (SGN),2025-06-03 19:15:00,Đà Nẵng (DAD),2025-06-03 20:40:00,1.42,Airbus A321,Người lớn,1,1209000,786000,1995000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:31:12,Vietnam Airlines,VN146,L
TP Hồ Chí Minh (SGN),2025-06-03 09:00:00,Đà Nẵng (DAD),2025-06-03 10:25:00,1.42,Airbus A321,Người lớn,1,1349000,797000,2146000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 09:31:13,Vietnam Airlines,VN7108,K
