Departure Location,Departure Time,Arrival Location,Arrival Time,Flight Duration,Aircraft Type,Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Refund Policy,Scrape Time,Airline,Flight Code,Fare Class
TP Hồ Chí Minh (SGN),2025-04-04 07:10:00,Hà Nội (HAN),2025-04-04 09:20:00,2.17,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:29,Vietjet Air,VJ190,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 12:25:00,Hà Nội (HAN),2025-04-04 14:35:00,2.17,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:30,Vietjet Air,VJ1138,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 07:10:00,Hà Nội (HAN),2025-04-04 09:20:00,2.17,Airbus A320,Người lớn,1,1629000,835000,2464000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:31,Bamboo Airways,QH204,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-04-04 10:40:00,Hà Nội (HAN),2025-04-04 12:50:00,2.17,Airbus A320,Người lớn,1,1629000,835000,2464000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:31,Bamboo Airways,QH224,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-04-04 04:55:00,Hà Nội (HAN),2025-04-04 07:05:00,2.17,Airbus A321,Người lớn,1,1809000,834000,2643000,7kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:32,Pacific Airlines,VN6002,Q
TP Hồ Chí Minh (SGN),2025-04-04 12:50:00,Hà Nội (HAN),2025-04-04 15:00:00,2.17,Airbus A320,Người lớn,1,1839000,852000,2691000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:33,Bamboo Airways,QH242,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-04-04 09:00:00,Hà Nội (HAN),2025-04-04 11:05:00,2.08,Airbus A359,Người lớn,1,1999000,849000,2848000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:33,Vietnam Airlines,VN244,L
TP Hồ Chí Minh (SGN),2025-04-04 11:00:00,Hà Nội (HAN),2025-04-04 13:05:00,2.08,Boeing 787,Người lớn,1,1999000,849000,2848000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:34,Vietnam Airlines,VN246,L
TP Hồ Chí Minh (SGN),2025-04-04 07:00:00,Hà Nội (HAN),2025-04-04 09:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:34,Vietnam Airlines,VN240,K
TP Hồ Chí Minh (SGN),2025-04-04 12:50:00,Hà Nội (HAN),2025-04-04 15:00:00,2.17,Airbus A330,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:35,Vietjet Air,VJ1172,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 13:10:00,Hà Nội (HAN),2025-04-04 15:20:00,2.17,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:36,Vietjet Air,VJ140,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 16:50:00,Hà Nội (HAN),2025-04-04 19:00:00,2.17,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:36,Vietjet Air,VJ1162,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 17:20:00,Hà Nội (HAN),2025-04-04 19:30:00,2.17,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:37,Vietjet Air,VJ1152,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 18:45:00,Hà Nội (HAN),2025-04-04 20:55:00,2.17,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:38,Vietjet Air,VJ1156,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 19:40:00,Hà Nội (HAN),2025-04-04 21:50:00,2.17,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:38,Vietjet Air,VJ1158,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 20:05:00,Hà Nội (HAN),2025-04-04 22:10:00,2.08,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:39,Vietjet Air,VJ1160,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 20:30:00,Hà Nội (HAN),2025-04-04 22:40:00,2.17,Airbus A320,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:39,Vietjet Air,VJ180,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 22:10:00,Hà Nội (HAN),2025-04-05 00:20:00,2.17,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:40,Vietjet Air,VJ172,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 22:55:00,Hà Nội (HAN),2025-04-05 01:05:00,2.17,Airbus A320,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:41,Vietjet Air,VJ1168,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 23:35:00,Hà Nội (HAN),2025-04-05 01:45:00,2.17,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:41,Vietjet Air,VJ1170,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 06:15:00,Hà Nội (HAN),2025-04-04 08:25:00,2.17,Airbus A321,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:42,Vietjet Air,VJ196,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 07:30:00,Hà Nội (HAN),2025-04-04 09:40:00,2.17,Airbus A321,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:43,Vietjet Air,VJ120,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 08:10:00,Hà Nội (HAN),2025-04-04 10:20:00,2.17,Airbus A321,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:43,Vietjet Air,VJ1126,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 09:20:00,Hà Nội (HAN),2025-04-04 11:30:00,2.17,Airbus A320,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:44,Vietjet Air,VJ124,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 09:40:00,Hà Nội (HAN),2025-04-04 11:50:00,2.17,Airbus A320,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:44,Vietjet Air,VJ1132,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 10:25:00,Hà Nội (HAN),2025-04-04 12:35:00,2.17,320B,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:45,Vietjet Air,VJ1130,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 12:10:00,Hà Nội (HAN),2025-04-04 14:20:00,2.17,Airbus A321,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:46,Vietjet Air,VJ178,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 14:05:00,Hà Nội (HAN),2025-04-04 16:10:00,2.08,Airbus A320,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:46,Vietjet Air,VJ1148,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 15:25:00,Hà Nội (HAN),2025-04-04 17:35:00,2.17,Airbus A321,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:47,Vietjet Air,VJ146,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 16:05:00,Hà Nội (HAN),2025-04-04 18:15:00,2.17,Airbus A321,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:48,Vietjet Air,VJ150,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 20:00:00,Hà Nội (HAN),2025-04-04 22:10:00,2.17,Airbus A320,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:48,Vietjet Air,VJ1176,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 21:00:00,Hà Nội (HAN),2025-04-04 23:10:00,2.17,Airbus A320,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:49,Vietjet Air,VJ174,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 18:40:00,Hà Nội (HAN),2025-04-04 20:50:00,2.17,Airbus A320,Người lớn,1,1839000,852000,2691000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:49,Bamboo Airways,QH268,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-04-04 21:50:00,Hà Nội (HAN),2025-04-04 23:59:00,2.15,Airbus A321,Người lớn,1,1839000,852000,2691000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:50,Bamboo Airways,QH290,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-04-04 06:00:00,Hà Nội (HAN),2025-04-04 08:10:00,2.17,Airbus A321,Người lớn,1,1990000,864000,2854000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:58:51,Vietjet Air,VJ1128,K1_ECO
TP Hồ Chí Minh (SGN),2025-04-04 08:00:00,Hà Nội (HAN),2025-04-04 10:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:51,Vietnam Airlines,VN208,K
TP Hồ Chí Minh (SGN),2025-04-04 12:00:00,Hà Nội (HAN),2025-04-04 14:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:52,Vietnam Airlines,VN212,K
TP Hồ Chí Minh (SGN),2025-04-04 10:00:00,Hà Nội (HAN),2025-04-04 12:05:00,2.08,Boeing 787,Người lớn,1,2419000,883000,3302000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:53,Vietnam Airlines,VN210,H
TP Hồ Chí Minh (SGN),2025-04-04 13:00:00,Hà Nội (HAN),2025-04-04 15:05:00,2.08,Boeing 787,Người lớn,1,2419000,883000,3302000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:53,Vietnam Airlines,VN248,H
TP Hồ Chí Minh (SGN),2025-04-04 14:00:00,Hà Nội (HAN),2025-04-04 16:05:00,2.08,Boeing 787,Người lớn,1,2419000,883000,3302000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:54,Vietnam Airlines,VN214,H
TP Hồ Chí Minh (SGN),2025-04-04 15:00:00,Hà Nội (HAN),2025-04-04 17:05:00,2.08,Airbus A350,Người lớn,1,2419000,883000,3302000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:54,Vietnam Airlines,VN250,H
TP Hồ Chí Minh (SGN),2025-04-04 16:00:00,Hà Nội (HAN),2025-04-04 18:05:00,2.08,Boeing 787,Người lớn,1,2419000,883000,3302000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:55,Vietnam Airlines,VN216,H
TP Hồ Chí Minh (SGN),2025-04-04 16:40:00,Hà Nội (HAN),2025-04-04 18:45:00,2.08,Boeing 787,Người lớn,1,2419000,883000,3302000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:56,Vietnam Airlines,VN252,H
TP Hồ Chí Minh (SGN),2025-04-04 19:00:00,Hà Nội (HAN),2025-04-04 21:05:00,2.08,Boeing 787,Người lớn,1,2419000,883000,3302000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:58:56,Vietnam Airlines,VN258,H
TP Hồ Chí Minh (SGN),2025-04-04 17:00:00,Hà Nội (HAN),2025-04-04 19:10:00,2.17,Boeing 787,Người lớn,1,2789000,913000,3702000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:58:57,Vietnam Airlines,VN254,M
TP Hồ Chí Minh (SGN),2025-04-04 19:35:00,Hà Nội (HAN),2025-04-04 21:40:00,2.08,Boeing 787,Người lớn,1,2789000,913000,3702000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:58:58,Vietnam Airlines,VN262,M
TP Hồ Chí Minh (SGN),2025-04-04 20:00:00,Hà Nội (HAN),2025-04-04 22:05:00,2.08,Boeing 787,Người lớn,1,2789000,913000,3702000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:58:58,Vietnam Airlines,VN220,M
TP Hồ Chí Minh (SGN),2025-04-04 20:30:00,Hà Nội (HAN),2025-04-04 22:35:00,2.08,Boeing 787,Người lớn,1,2789000,913000,3702000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:58:58,Vietnam Airlines,VN256,M
TP Hồ Chí Minh (SGN),2025-04-04 22:00:00,Hà Nội (HAN),2025-04-05 00:05:00,2.08,Airbus A321,Người lớn,1,2789000,913000,3702000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:58:58,Vietnam Airlines,VN224,M
TP Hồ Chí Minh (SGN),2025-04-04 18:00:00,Hà Nội (HAN),2025-04-04 20:05:00,2.08,Airbus A350,Người lớn,1,2937000,924000,3861000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:58:59,Vietnam Airlines,VN218,B
TP Hồ Chí Minh (SGN),2025-04-04 21:00:00,Hà Nội (HAN),2025-04-04 23:05:00,2.08,Airbus A350,Người lớn,1,2937000,924000,3861000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:58:59,Vietnam Airlines,VN260,B
TP Hồ Chí Minh (SGN),2025-04-04 23:00:00,Hà Nội (HAN),2025-04-05 01:05:00,2.08,Airbus A321,Người lớn,1,2937000,924000,3861000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:59:00,Vietnam Airlines,VN270,B
TP Hồ Chí Minh (SGN),2025-04-04 21:50:00,Hà Nội (HAN),2025-04-04 23:59:00,2.15,Airbus A321,Người lớn,1,4399000,1056000,5455000,14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:59:01,Bamboo Airways,QH290,BUSINESSSMART
TP Hồ Chí Minh (SGN),2025-04-04 06:00:00,Hà Nội (HAN),2025-04-04 08:05:00,2.08,Boeing 787,Người lớn,1,4437000,1044000,5481000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé miễn phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-03-31 08:59:01,Vietnam Airlines,VN206,W
TP Hồ Chí Minh (SGN),2025-04-04 16:15:00,Hà Nội (HAN),2025-04-04 18:25:00,2.17,Airbus A321,Người lớn,1,4437000,1044000,5481000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé miễn phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-03-31 08:59:02,Vietnam Airlines,VN7258,W
TP Hồ Chí Minh (SGN),2025-04-04 04:55:00,Hà Nội (HAN),2025-04-04 07:05:00,2.17,Airbus A321,Người lớn,1,4899000,1081000,5980000,7kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:59:03,Pacific Airlines,VN6002,I
TP Hồ Chí Minh (SGN),2025-04-04 20:30:00,Hà Nội (HAN),2025-04-04 22:35:00,2.08,Boeing 787,Người lớn,1,4899000,1081000,5980000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:59:03,Vietnam Airlines,VN256,I
TP Hồ Chí Minh (SGN),2025-04-04 22:00:00,Hà Nội (HAN),2025-04-05 00:05:00,2.08,Airbus A321,Người lớn,1,4899000,1081000,5980000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:59:04,Vietnam Airlines,VN224,I
TP Hồ Chí Minh (SGN),2025-04-04 21:00:00,Hà Nội (HAN),2025-04-04 23:05:00,2.08,Airbus A350,Người lớn,1,4899000,1081000,5980000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:59:04,Vietnam Airlines,VN260,I
TP Hồ Chí Minh (SGN),2025-04-04 23:00:00,Hà Nội (HAN),2025-04-05 01:05:00,2.08,Airbus A321,Người lớn,1,4899000,1081000,5980000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:59:05,Vietnam Airlines,VN270,I
TP Hồ Chí Minh (SGN),2025-04-04 06:00:00,Hà Nội (HAN),2025-04-04 08:05:00,2.08,Boeing 787,Người lớn,1,4899000,1081000,5980000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:59:06,Vietnam Airlines,VN206,I
TP Hồ Chí Minh (SGN),2025-04-04 12:50:00,Hà Nội (HAN),2025-04-04 15:00:00,2.17,Airbus A330,Người lớn,1,5390000,1136000,6526000,18kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé miễn phí, thu chênh lệch giá', '- Áp dụng đổi tên mất phí', '- Miễn phí chọn chỗ trước']",2025-03-31 08:59:06,Vietjet Air,VJ1172,C_Boss
TP Hồ Chí Minh (SGN),2025-04-04 07:00:00,Hà Nội (HAN),2025-04-04 09:05:00,2.08,Boeing 787,Người lớn,1,5399000,1121000,6520000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:59:07,Vietnam Airlines,VN240,D
TP Hồ Chí Minh (SGN),2025-04-04 09:00:00,Hà Nội (HAN),2025-04-04 11:05:00,2.08,Airbus A359,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:59:08,Vietnam Airlines,VN244,J
TP Hồ Chí Minh (SGN),2025-04-04 11:00:00,Hà Nội (HAN),2025-04-04 13:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:59:08,Vietnam Airlines,VN246,J
TP Hồ Chí Minh (SGN),2025-04-04 08:00:00,Hà Nội (HAN),2025-04-04 10:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:59:09,Vietnam Airlines,VN208,J
